"","Gene_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GENENAME","Biotype"
"16","ENSG00000127586",59.2354116184652,2.62994951736087,0.794599831907288,3.30977859767246,0.000933697946987981,0.0305585541137922,"chromosome transmission fidelity factor 18","protein_coding"
"17","ENSG00000132182",317.690851695836,2.11917283605553,0.649717951666042,3.26168121201121,0.00110753618338363,0.0330375990231891,"nucleoporin 210","protein_coding"
"18","ENSG00000136942",368.217164413593,2.48413355584622,0.66725648494682,3.72290657623839,0.000196942409572839,0.0130883603662829,"ribosomal protein L35","protein_coding"
"19","ENSG00000160255",812.45516430661,2.88883532299637,0.682365733269732,4.23355860669287,2.30022202375762e-05,0.0037995155173685,"integrin subunit beta 2","protein_coding"
"20","ENSG00000160796",103.380129941496,3.0669650494027,0.853857805124013,3.59189203518173,0.000328285860306002,0.0177647416679225,"neurobeachin like 2","protein_coding"
"21","ENSG00000160949",46.9247774070898,3.37852612650267,0.882787399243037,3.82711186113401,0.000129655602909718,0.0101332400138711,"tonsoku like, DNA repair protein","protein_coding"
"22","ENSG00000161016",355.069977935512,2.84346862761517,0.643059584397965,4.42178096183302,9.78906665164806e-06,0.00205447582498256,"ribosomal protein L8","protein_coding"
"23","ENSG00000167658",1997.7783711437,2.14198235651058,0.615572045385582,3.47966151576764,0.000502047644036775,0.022877998860317,"eukaryotic translation elongation factor 2","protein_coding"
"24","ENSG00000167797",33.177415456915,3.01209729112448,0.949728614425498,3.17153473673796,0.00151635731782269,0.0399472350483953,"cyclin dependent kinase 2 associated protein 2","protein_coding"
"25","ENSG00000169100",326.462769744344,2.79505582927661,0.681831327301497,4.09933618089782,4.1433682417064e-05,0.00514131449338428,"solute carrier family 25 member 6","protein_coding"
"26","ENSG00000175221",32.9691842424447,3.45165931160368,1.00798437664865,3.42431826481255,0.000616343928068713,0.0243791475078286,"mediator complex subunit 16","protein_coding"
"27","ENSG00000175416",49.958760107381,3.16323569034496,0.833520344785163,3.79503117126706,0.000147624907717466,0.0108435951047827,"clathrin light chain B","protein_coding"
"28","ENSG00000176101",25.7907664310065,3.54150997271366,1.09626776456413,3.23051547002454,0.00123567217229413,0.0354598612663781,"SS nuclear autoantigen 1","protein_coding"
"29","ENSG00000176978",30.0723911249526,3.15219767023685,0.916532328256272,3.43926512252327,0.000583295691066711,0.0238425242992247,"dipeptidyl peptidase 7","protein_coding"
"30","ENSG00000184270",94.4365399410097,2.58482241776687,0.749351996144656,3.44941019849888,0.000561812560220235,0.0234242026824287,"histone cluster 2 H2A family member b","protein_coding"
"31","ENSG00000186193",28.9877669666398,3.38123565080776,0.991558384637837,3.41002174273656,0.000649577006933903,0.0250468478301153,"suppressor APC domain containing 2","protein_coding"
"32","ENSG00000188566",22.9680547252511,3.1799481974343,1.02086325069379,3.11496000592946,0.00183969852033787,0.0444020221390799,"NADPH dependent diflavin oxidoreductase 1","protein_coding"
"33","ENSG00000196365",251.13538885962,2.03901617606912,0.643113867595102,3.17053678797806,0.00152157564586541,0.0399472350483953,"lon peptidase 1, mitochondrial","protein_coding"
"34","ENSG00000201413",176.213871797915,2.4352787701596,0.735672904508217,3.31027383941445,0.000932047381455089,0.0305585541137922,NA,"rRNA"
"35","ENSG00000228253",312.860880061037,4.06721347796409,0.863441703165555,4.71046680169934,2.47150057786497e-06,0.000692310926576057,"ATP synthase F0 subunit 8","protein_coding"
"36","ENSG00000261236",49.706423242626,3.08027035253618,0.946849600603385,3.25317806605532,0.00114121958427931,0.0337603815152778,"block of proliferation 1","protein_coding"
"37","ENSG00000277918",36.2619764716552,4.58462765313527,1.13765241304194,4.02990192837242,5.58001285753795e-05,0.00625224028884605,NA,"snRNA"
